record_date,unit_price_calculated,weight_grams,moving_average
2024-08-05,18.80952380952381,840.0,19.142857142857146
2024-08-06,18.80952380952381,840.0,19.11904761904762
2024-08-06,18.80952380952381,840.0,19.095238095238095
2024-08-08,18.80952380952381,840.0,18.976190476190474
2024-08-08,18.80952380952381,840.0,18.857142857142858
2024-08-10,18.80952380952381,840.0,18.833333333333336
2024-08-10,18.80952380952381,840.0,18.80952380952381
2024-09-07,18.80952380952381,840.0,18.80952380952381
2024-09-07,18.80952380952381,840.0,18.80952380952381
2024-11-19,17.142857142857142,840.0,18.642857142857146
2024-11-19,17.142857142857142,840.0,18.476190476190474
2024-11-22,17.142857142857142,840.0,18.30952380952381
2024-11-22,17.142857142857142,840.0,18.142857142857146
2024-12-10,17.142857142857142,840.0,17.976190476190474
2024-12-10,17.142857142857142,840.0,17.80952380952381
2024-12-11,17.142857142857142,840.0,17.642857142857142
2024-12-11,17.142857142857142,840.0,17.476190476190474
2025-01-12,21.785714285714285,840.0,17.773809523809526
2025-01-12,21.785714285714285,840.0,18.071428571428573
2025-01-16,19.166666666666668,840.0,18.273809523809526
2025-01-16,19.166666666666668,840.0,18.476190476190474
2025-01-28,19.166666666666668,840.0,18.678571428571427
2025-01-28,19.166666666666668,840.0,18.88095238095238
2025-01-29,20.0,840.0,19.166666666666664
2025-01-29,20.0,840.0,19.452380952380953
2025-02-15,17.738095238095237,840.0,19.511904761904763
2025-02-15,17.738095238095237,840.0,19.571428571428573
2025-03-18,18.21428571428571,840.0,19.214285714285715
2025-03-18,18.21428571428571,840.0,18.857142857142854
2025-03-30,18.928571428571427,840.0,18.833333333333332
2025-03-30,18.928571428571427,840.0,18.809523809523807
2025-04-02,18.69047619047619,840.0,18.761904761904763
2025-04-02,18.69047619047619,840.0,18.714285714285715
2025-04-06,18.21428571428571,840.0,18.535714285714285
2025-04-06,18.21428571428571,840.0,18.357142857142854
2025-04-11,18.452380952380953,840.0,18.428571428571427
2025-04-11,18.452380952380953,840.0,18.5
2025-04-22,18.80952380952381,840.0,18.559523809523807
2025-04-22,18.80952380952381,840.0,18.619047619047617
2025-04-24,18.452380952380953,840.0,18.571428571428573
2025-04-24,18.452380952380953,840.0,18.523809523809526
2025-04-25,18.80952380952381,840.0,18.535714285714285
2025-04-25,18.80952380952381,840.0,18.547619047619047
